REF_DATE,GEO,DGUID,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1974-01,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,628,,,,0
1974-01,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,2161,,,,0
1974-01,Alberta,2016A000248,Units,300,units,0,v15819043,17,10085,,,,0
1974-01,British Columbia,2016A000259,Units,300,units,0,v15819044,18,19181,,,,0
1974-01,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,12635,,,,0
1974-01,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,6546,,,,0
1974-04,Canada,2016A000011124,Units,300,units,0,v15819027,1,167180,,,,0
1974-04,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,9064,,,,0
1974-04,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,1622,,,,0
1974-04,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,213,,,,0
1974-04,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,4978,,,,0
1974-04,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,2251,,,,0
1974-04,Quebec,2016A000224,Units,300,units,0,v15819033,7,29442,,,,0
1974-04,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,19158,,,,0
1974-04,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,10284,,,,0
1974-04,Ontario,2016A000235,Units,300,units,0,v15819036,10,87602,,,,0
1974-04,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,44279,,,,0
1974-04,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,43323,,,,0
1974-04,Manitoba,2016A000246,Units,300,units,0,v15819039,13,7719,,,,0
1974-04,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,6986,,,,0
1974-04,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,733,,,,0
1974-04,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,2481,,,,0
1974-04,Alberta,2016A000248,Units,300,units,0,v15819043,17,10378,,,,0
1974-04,British Columbia,2016A000259,Units,300,units,0,v15819044,18,20494,,,,0
1974-04,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,13972,,,,0
1974-04,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,6522,,,,0
1974-07,Canada,2016A000011124,Units,300,units,0,v15819027,1,160603,,,,0
1974-07,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,9827,,,,0
1974-07,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,1650,,,,0
1974-07,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,201,,,,0
1974-07,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,5475,,,,0
1974-07,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,2501,,,,0
1974-07,Quebec,2016A000224,Units,300,units,0,v15819033,7,30074,,,,0
1974-07,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,20186,,,,0
1974-07,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,9888,,,,0
1974-07,Ontario,2016A000235,Units,300,units,0,v15819036,10,83199,,,,0
1974-07,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,42980,,,,0
1974-07,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,40219,,,,0
1974-07,Manitoba,2016A000246,Units,300,units,0,v15819039,13,6319,,,,0
1974-07,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,5649,,,,0
1974-07,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,670,,,,0
1974-07,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,2913,,,,0
1974-07,Alberta,2016A000248,Units,300,units,0,v15819043,17,8380,,,,0
1974-07,British Columbia,2016A000259,Units,300,units,0,v15819044,18,19891,,,,0
1974-07,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,13092,,,,0
1974-07,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,6799,,,,0
1974-10,Canada,2016A000011124,Units,300,units,0,v15819027,1,138360,,,,0
1974-10,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,9495,,,,0
1974-10,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,1697,,,,0
1974-10,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,150,,,,0
1974-10,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,5146,,,,0
1974-10,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,2502,,,,0
1974-10,Quebec,2016A000224,Units,300,units,0,v15819033,7,25888,,,,0
1974-10,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,18395,,,,0
1974-10,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,7493,,,,0
1974-10,Ontario,2016A000235,Units,300,units,0,v15819036,10,70984,,,,0
1974-10,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,35733,,,,0
1974-10,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,35251,,,,0
1974-10,Manitoba,2016A000246,Units,300,units,0,v15819039,13,4192,,,,0
1974-10,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,3570,,,,0
1974-10,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,622,,,,0
1974-10,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,2924,,,,0
1974-10,Alberta,2016A000248,Units,300,units,0,v15819043,17,6935,,,,0
1974-10,British Columbia,2016A000259,Units,300,units,0,v15819044,18,17942,,,,0
1974-10,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,12371,,,,0
1974-10,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,5571,,,,0
1975-01,Canada,2016A000011124,Units,300,units,0,v15819027,1,120855,,,,0
1975-01,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,8422,,,,0
1975-01,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,1592,,,,0
1975-01,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,151,,,,0
1975-01,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,4590,,,,0
1975-01,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,2089,,,,0
1975-01,Quebec,2016A000224,Units,300,units,0,v15819033,7,23031,,,,0
1975-01,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,16505,,,,0
1975-01,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,6526,,,,0
1975-01,Ontario,2016A000235,Units,300,units,0,v15819036,10,62363,,,,0
1975-01,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,32559,,,,0
1975-01,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,29804,,,,0
1975-01,Manitoba,2016A000246,Units,300,units,0,v15819039,13,2705,,,,0
1975-01,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,2427,,,,0
1975-01,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,278,,,,0
1975-01,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,2325,,,,0
1975-01,Alberta,2016A000248,Units,300,units,0,v15819043,17,6479,,,,0
1975-01,British Columbia,2016A000259,Units,300,units,0,v15819044,18,15530,,,,0
1975-01,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,10341,,,,0
1975-01,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,5189,,,,0
1975-04,Canada,2016A000011124,Units,300,units,0,v15819027,1,126282,,,,0
1975-04,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,9441,,,,0
1975-04,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,2006,,,,0
1975-04,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,181,,,,0
1975-04,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,4816,,,,0
1975-04,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,2438,,,,0
1975-04,Quebec,2016A000224,Units,300,units,0,v15819033,7,25834,,,,0
1975-04,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,17635,,,,0
1975-04,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,8199,,,,0
1975-04,Ontario,2016A000235,Units,300,units,0,v15819036,10,62513,,,,0
1975-04,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,33561,,,,0
1975-04,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,28952,,,,0
1975-04,Manitoba,2016A000246,Units,300,units,0,v15819039,13,2850,,,,0
1975-04,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,2559,,,,0
1975-04,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,291,,,,0
1975-04,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,2747,,,,0
1975-04,Alberta,2016A000248,Units,300,units,0,v15819043,17,7366,,,,0
1975-04,British Columbia,2016A000259,Units,300,units,0,v15819044,18,15531,,,,0
1975-04,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,8626,,,,0
1975-04,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,6905,,,,0
1975-07,Canada,2016A000011124,Units,300,units,0,v15819027,1,137401,,,,0
1975-07,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,11070,,,,0
1975-07,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,2268,,,,0
1975-07,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,289,,,,0
1975-07,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,5478,,,,0
1975-07,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,3035,,,,0
1975-07,Quebec,2016A000224,Units,300,units,0,v15819033,7,26948,,,,0
1975-07,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,19131,,,,0
1975-07,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,7817,,,,0
1975-07,Ontario,2016A000235,Units,300,units,0,v15819036,10,63630,,,,0
1975-07,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,33462,,,,0
1975-07,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,30168,,,,0
1975-07,Manitoba,2016A000246,Units,300,units,0,v15819039,13,3367,,,,0
1975-07,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,2969,,,,0
1975-07,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,398,,,,0
1975-07,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,4467,,,,0
1975-07,Alberta,2016A000248,Units,300,units,0,v15819043,17,9851,,,,0
1975-07,British Columbia,2016A000259,Units,300,units,0,v15819044,18,18068,,,,0
1975-07,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,10203,,,,0
1975-07,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,7865,,,,0
1975-10,Canada,2016A000011124,Units,300,units,0,v15819027,1,146517,,,,0
1975-10,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,11182,,,,0
1975-10,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,2400,,,,0
1975-10,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,136,,,,0
1975-10,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,5411,,,,0
1975-10,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,3235,,,,0
1975-10,Quebec,2016A000224,Units,300,units,0,v15819033,7,26254,,,,0
1975-10,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,18623,,,,0
1975-10,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,7631,,,,0
1975-10,Ontario,2016A000235,Units,300,units,0,v15819036,10,68329,,,,0
1975-10,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,36093,,,,0
1975-10,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,32236,,,,0
1975-10,Manitoba,2016A000246,Units,300,units,0,v15819039,13,4166,,,,0
1975-10,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,3800,,,,0
1975-10,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,366,,,,0
1975-10,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,5211,,,,0
1975-10,Alberta,2016A000248,Units,300,units,0,v15819043,17,13507,,,,0
1975-10,British Columbia,2016A000259,Units,300,units,0,v15819044,18,17868,,,,0
1975-10,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,9414,,,,0
1975-10,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,8454,,,,0
1976-01,Canada,2016A000011124,Units,300,units,0,v15819027,1,148343,,,,0
1976-01,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,9722,,,,0
1976-01,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,1878,,,,0
1976-01,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,59,,,,0
1976-01,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,5258,,,,0
1976-01,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,2527,,,,0
1976-01,Quebec,2016A000224,Units,300,units,0,v15819033,7,28641,,,,0
1976-01,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,21588,,,,0
1976-01,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,7053,,,,0
1976-01,Ontario,2016A000235,Units,300,units,0,v15819036,10,66366,,,,0
1976-01,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,34119,,,,0
1976-01,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,32247,,,,0
1976-01,Manitoba,2016A000246,Units,300,units,0,v15819039,13,4472,,,,0
1976-01,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,4118,,,,0
1976-01,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,354,,,,0
1976-01,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,5271,,,,0
1976-01,Alberta,2016A000248,Units,300,units,0,v15819043,17,16210,,,,0
1976-01,British Columbia,2016A000259,Units,300,units,0,v15819044,18,17661,,,,0
1976-01,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,9924,,,,0
1976-01,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,7737,,,,0
1976-04,Canada,2016A000011124,Units,300,units,0,v15819027,1,160494,,,,0
1976-04,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,10223,,,,0
1976-04,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,1699,,,,0
1976-04,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,71,,,,0
1976-04,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,5323,,,,0
1976-04,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,3130,,,,0
1976-04,Quebec,2016A000224,Units,300,units,0,v15819033,7,33940,,,,0
1976-04,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,25199,,,,0
1976-04,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,8741,,,,0
1976-04,Ontario,2016A000235,Units,300,units,0,v15819036,10,69220,,,,0
1976-04,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,33867,,,,0
1976-04,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,35353,,,,0
1976-04,Manitoba,2016A000246,Units,300,units,0,v15819039,13,5385,,,,0
1976-04,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,4955,,,,0
1976-04,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,430,,,,0
1976-04,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,4900,,,,0
1976-04,Alberta,2016A000248,Units,300,units,0,v15819043,17,16864,,,,0
1976-04,British Columbia,2016A000259,Units,300,units,0,v15819044,18,19962,,,,0
1976-04,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,10497,,,,0
1976-04,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,9465,,,,0
1976-07,Canada,2016A000011124,Units,300,units,0,v15819027,1,166018,,,,0
1976-07,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,11383,,,,0
1976-07,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,2395,,,,0
1976-07,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,76,,,,0
1976-07,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,5450,,,,0
1976-07,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,3462,,,,0
1976-07,Quebec,2016A000224,Units,300,units,0,v15819033,7,34116,,,,0
1976-07,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,25322,,,,0
1976-07,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,8794,,,,0
1976-07,Ontario,2016A000235,Units,300,units,0,v15819036,10,69898,,,,0
1976-07,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,33196,,,,0
1976-07,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,36702,,,,0
1976-07,Manitoba,2016A000246,Units,300,units,0,v15819039,13,5722,,,,0
1976-07,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,5191,,,,0
1976-07,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,531,,,,0
1976-07,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,5534,,,,0
1976-07,Alberta,2016A000248,Units,300,units,0,v15819043,17,20591,,,,0
1976-07,British Columbia,2016A000259,Units,300,units,0,v15819044,18,18774,,,,0
1976-07,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,10030,,,,0
1976-07,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,8744,,,,0
1976-10,Canada,2016A000011124,Units,300,units,0,v15819027,1,168282,,,,0
1976-10,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,10127,,,,0
1976-10,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,2203,,,,0
1976-10,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,52,,,,0
1976-10,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,5053,,,,0
1976-10,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,2819,,,,0
1976-10,Quebec,2016A000224,Units,300,units,0,v15819033,7,36349,,,,0
1976-10,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,27551,,,,0
1976-10,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,8798,,,,0
1976-10,Ontario,2016A000235,Units,300,units,0,v15819036,10,70204,,,,0
1976-10,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,32967,,,,0
1976-10,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,37237,,,,0
1976-10,Manitoba,2016A000246,Units,300,units,0,v15819039,13,4722,,,,0
1976-10,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,4246,,,,0
1976-10,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,476,,,,0
1976-10,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,6500,,,,0
1976-10,Alberta,2016A000248,Units,300,units,0,v15819043,17,22587,,,,0
1976-10,British Columbia,2016A000259,Units,300,units,0,v15819044,18,17793,,,,0
1976-10,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,10663,,,,0
1976-10,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,7130,,,,0
1977-01,Canada,2016A000011124,Units,300,units,0,v15819027,1,158075,,,,0
1977-01,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,7372,,,,0
1977-01,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,1682,,,,0
1977-01,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,32,,,,0
1977-01,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,3790,,,,0
1977-01,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,1868,,,,0
1977-01,Quebec,2016A000224,Units,300,units,0,v15819033,7,36059,,,,0
1977-01,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,27626,,,,0
1977-01,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,8433,,,,0
1977-01,Ontario,2016A000235,Units,300,units,0,v15819036,10,65220,,,,0
1977-01,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,29976,,,,0
1977-01,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,35244,,,,0
1977-01,Manitoba,2016A000246,Units,300,units,0,v15819039,13,5277,,,,0
1977-01,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,4919,,,,0
1977-01,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,358,,,,0
1977-01,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,5442,,,,0
1977-01,Alberta,2016A000248,Units,300,units,0,v15819043,17,22595,,,,0
1977-01,British Columbia,2016A000259,Units,300,units,0,v15819044,18,16110,,,,0
1977-01,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,9270,,,,0
1977-01,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,6840,,,,0
1977-04,Canada,2016A000011124,Units,300,units,0,v15819027,1,164118,,,,0
1977-04,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,7540,,,,0
1977-04,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,1462,,,,0
1977-04,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,67,,,,0
1977-04,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,4173,,,,0
1977-04,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,1838,,,,0
1977-04,Quebec,2016A000224,Units,300,units,0,v15819033,7,39080,,,,0
1977-04,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,28305,,,,0
1977-04,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,10775,,,,0
1977-04,Ontario,2016A000235,Units,300,units,0,v15819036,10,67578,,,,0
1977-04,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,32307,,,,0
1977-04,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,35271,,,,0
1977-04,Manitoba,2016A000246,Units,300,units,0,v15819039,13,5287,,,,0
1977-04,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,4799,,,,0
1977-04,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,488,,,,0
1977-04,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,5593,,,,0
1977-04,Alberta,2016A000248,Units,300,units,0,v15819043,17,22748,,,,0
1977-04,British Columbia,2016A000259,Units,300,units,0,v15819044,18,16292,,,,0
1977-04,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,9168,,,,0
1977-04,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,7124,,,,0
1977-07,Canada,2016A000011124,Units,300,units,0,v15819027,1,160707,,,,0
1977-07,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,8693,,,,0
1977-07,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,1485,,,,0
1977-07,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,113,,,,0
1977-07,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,4975,,,,0
1977-07,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,2120,,,,0
1977-07,Quebec,2016A000224,Units,300,units,0,v15819033,7,31988,,,,0
1977-07,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,22453,,,,0
1977-07,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,9535,,,,0
1977-07,Ontario,2016A000235,Units,300,units,0,v15819036,10,68919,,,,0
1977-07,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,33460,,,,0
1977-07,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,35459,,,,0
1977-07,Manitoba,2016A000246,Units,300,units,0,v15819039,13,5701,,,,0
1977-07,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,4956,,,,0
1977-07,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,745,,,,0
1977-07,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,5654,,,,0
1977-07,Alberta,2016A000248,Units,300,units,0,v15819043,17,24441,,,,0
1977-07,British Columbia,2016A000259,Units,300,units,0,v15819044,18,15311,,,,0
1977-07,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,8396,,,,0
1977-07,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,6915,,,,0
1977-10,Canada,2016A000011124,Units,300,units,0,v15819027,1,158216,,,,0
1977-10,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,8658,,,,0
1977-10,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,1642,,,,0
1977-10,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,208,,,,0
1977-10,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,5056,,,,0
1977-10,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,1752,,,,0
1977-10,Quebec,2016A000224,Units,300,units,0,v15819033,7,30832,,,,0
1977-10,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,21058,,,,0
1977-10,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,9774,,,,0
1977-10,Ontario,2016A000235,Units,300,units,0,v15819036,10,68830,,,,0
1977-10,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,33848,,,,0
1977-10,"Ontario, excluding Toronto",,Units,300,units,0,v15819038,12,34982,,,,0
1977-10,Manitoba,2016A000246,Units,300,units,0,v15819039,13,5213,,,,0
1977-10,"Winnipeg, Manitoba",2011S0503602,Units,300,units,0,v15819040,14,4336,,,,0
1977-10,"Manitoba, excluding Winnipeg",,Units,300,units,0,v15819041,15,877,,,,0
1977-10,Saskatchewan,2016A000247,Units,300,units,0,v15819042,16,7396,,,,0
1977-10,Alberta,2016A000248,Units,300,units,0,v15819043,17,22577,,,,0
1977-10,British Columbia,2016A000259,Units,300,units,0,v15819044,18,14710,,,,0
1977-10,Vancouver. British Columbia,2011S0503933,Units,300,units,0,v15819045,19,8570,,,,0
1977-10,"British Columbia, excluding Vancouver",,Units,300,units,0,v15819046,20,6140,,,,0
1978-01,Canada,2016A000011124,Units,300,units,0,v15819027,1,156252,,,,0
1978-01,Atlantic provinces,2016A00011,Units,300,units,0,v15819028,2,7266,,,,0
1978-01,Newfoundland and Labrador,2016A000210,Units,300,units,0,v15819029,3,1459,,,,0
1978-01,Prince Edward Island,2016A000211,Units,300,units,0,v15819030,4,173,,,,0
1978-01,Nova Scotia,2016A000212,Units,300,units,0,v15819031,5,4595,,,,0
1978-01,New Brunswick,2016A000213,Units,300,units,0,v15819032,6,1039,,,,0
1978-01,Quebec,2016A000224,Units,300,units,0,v15819033,7,29084,,,,0
1978-01,"Montréal, Quebec",2011S0503462,Units,300,units,0,v15819034,8,20094,,,,0
1978-01,"Quebec, excluding Montréal",,Units,300,units,0,v15819035,9,8990,,,,0
1978-01,Ontario,2016A000235,Units,300,units,0,v15819036,10,64421,,,,0
1978-01,"Toronto, Ontario",2011S0503535,Units,300,units,0,v15819037,11,33821,,,,0
